Officer-defined ethnicity,Date,Object of search,Outcome,Type,Gender,Age range,count
White,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Female,10-17,3
White,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Female,18-24,2
White,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Female,25-34,2
White,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Female,over 34,3
White,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,10-17,77
White,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,18-24,81
White,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,25-34,88
White,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,over 34,129
White,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Other,over 34,1
White,2020-03-01,Evidence of offences under the Act,Arrest,Person and Vehicle search,Female,25-34,1
White,2020-03-01,Evidence of offences under the Act,Arrest,Person and Vehicle search,Female,over 34,1
White,2020-03-01,Evidence of offences under the Act,Arrest,Person and Vehicle search,Male,18-24,4
White,2020-03-01,Evidence of offences under the Act,Arrest,Person and Vehicle search,Male,25-34,7
White,2020-03-01,Evidence of offences under the Act,Arrest,Person and Vehicle search,Male,over 34,6
White,2020-03-01,Evidence of offences under the Act,Arrest,Person search,Female,10-17,1
White,2020-03-01,Evidence of offences under the Act,Arrest,Person search,Female,25-34,5
White,2020-03-01,Evidence of offences under the Act,Arrest,Person search,Female,over 34,2
White,2020-03-01,Evidence of offences under the Act,Arrest,Person search,Male,10-17,27
White,2020-03-01,Evidence of offences under the Act,Arrest,Person search,Male,18-24,17
White,2020-03-01,Evidence of offences under the Act,Arrest,Person search,Male,25-34,20
White,2020-03-01,Evidence of offences under the Act,Arrest,Person search,Male,over 34,21
White,2020-03-01,Evidence of offences under the Act,Arrest,Vehicle search,Male,18-24,1
White,2020-03-01,Evidence of offences under the Act,Community resolution,Person and Vehicle search,Male,25-34,1
White,2020-03-01,Evidence of offences under the Act,Community resolution,Person search,Male,10-17,4
White,2020-03-01,Evidence of offences under the Act,Community resolution,Person search,Male,18-24,6
White,2020-03-01,Evidence of offences under the Act,Community resolution,Person search,Male,25-34,2
White,2020-03-01,Evidence of offences under the Act,Penalty Notice for Disorder,Person and Vehicle search,Male,25-34,1
White,2020-03-01,Evidence of offences under the Act,Penalty Notice for Disorder,Person search,Female,18-24,1
White,2020-03-01,Evidence of offences under the Act,Penalty Notice for Disorder,Person search,Male,10-17,1
White,2020-03-01,Evidence of offences under the Act,Penalty Notice for Disorder,Person search,Male,18-24,1
White,2020-03-01,Evidence of offences under the Act,Penalty Notice for Disorder,Person search,Male,25-34,1
White,2020-03-01,Evidence of offences under the Act,Penalty Notice for Disorder,Person search,Male,over 34,2
White,2020-03-01,Evidence of offences under the Act,Summons / charged by post,Person search,Male,18-24,1
White,2020-03-01,Firearms,A no further action disposal,Person and Vehicle search,Male,25-34,5
White,2020-03-01,Firearms,A no further action disposal,Person and Vehicle search,Male,over 34,1
White,2020-03-01,Firearms,A no further action disposal,Person search,Female,10-17,1
White,2020-03-01,Firearms,A no further action disposal,Person search,Female,over 34,1
White,2020-03-01,Firearms,A no further action disposal,Person search,Male,10-17,1
White,2020-03-01,Firearms,A no further action disposal,Person search,Male,18-24,3
White,2020-03-01,Firearms,A no further action disposal,Person search,Male,25-34,3
White,2020-03-01,Firearms,A no further action disposal,Person search,Male,over 34,3
White,2020-03-01,Firearms,Arrest,Person and Vehicle search,Male,25-34,1
White,2020-03-01,Firearms,Arrest,Person and Vehicle search,Male,over 34,1
White,2020-03-01,Firearms,Arrest,Person search,Male,25-34,1
White,2020-03-01,Firearms,Arrest,Person search,Male,over 34,2
White,2020-03-01,Firearms,Community resolution,Person and Vehicle search,Male,25-34,1
White,2020-03-01,Fireworks,Arrest,Person search,Male,25-34,1
White,2020-03-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Female,18-24,1
White,2020-03-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Female,25-34,2
White,2020-03-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Male,10-17,8
White,2020-03-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Male,18-24,61
White,2020-03-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Male,25-34,44
White,2020-03-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Male,over 34,12
White,2020-03-01,Offensive weapons,A no further action disposal,Person search,Female,10-17,16
White,2020-03-01,Offensive weapons,A no further action disposal,Person search,Female,18-24,7
White,2020-03-01,Offensive weapons,A no further action disposal,Person search,Female,25-34,1
White,2020-03-01,Offensive weapons,A no further action disposal,Person search,Female,over 34,8
White,2020-03-01,Offensive weapons,A no further action disposal,Person search,Male,10-17,246
White,2020-03-01,Offensive weapons,A no further action disposal,Person search,Male,18-24,150
White,2020-03-01,Offensive weapons,A no further action disposal,Person search,Male,25-34,123
White,2020-03-01,Offensive weapons,A no further action disposal,Person search,Male,over 34,77
White,2020-03-01,Offensive weapons,A no further action disposal,Vehicle search,Male,18-24,1
White,2020-03-01,Offensive weapons,A no further action disposal,Vehicle search,Male,25-34,1
White,2020-03-01,Offensive weapons,Arrest,Person and Vehicle search,Male,10-17,1
White,2020-03-01,Offensive weapons,Arrest,Person and Vehicle search,Male,18-24,11
White,2020-03-01,Offensive weapons,Arrest,Person and Vehicle search,Male,25-34,11
White,2020-03-01,Offensive weapons,Arrest,Person and Vehicle search,Male,over 34,5
White,2020-03-01,Offensive weapons,Arrest,Person search,Female,10-17,1
White,2020-03-01,Offensive weapons,Arrest,Person search,Female,18-24,1
White,2020-03-01,Offensive weapons,Arrest,Person search,Female,25-34,2
White,2020-03-01,Offensive weapons,Arrest,Person search,Female,over 34,6
White,2020-03-01,Offensive weapons,Arrest,Person search,Male,10-17,28
White,2020-03-01,Offensive weapons,Arrest,Person search,Male,18-24,23
White,2020-03-01,Offensive weapons,Arrest,Person search,Male,25-34,29
White,2020-03-01,Offensive weapons,Arrest,Person search,Male,over 34,26
White,2020-03-01,Offensive weapons,Community resolution,Person and Vehicle search,Male,18-24,2
White,2020-03-01,Offensive weapons,Community resolution,Person and Vehicle search,Male,25-34,4
White,2020-03-01,Offensive weapons,Community resolution,Person search,Female,18-24,1
White,2020-03-01,Offensive weapons,Community resolution,Person search,Male,18-24,5
White,2020-03-01,Offensive weapons,Community resolution,Person search,Male,25-34,1
White,2020-03-01,Offensive weapons,Community resolution,Person search,Male,over 34,1
White,2020-03-01,Offensive weapons,Penalty Notice for Disorder,Person and Vehicle search,Male,18-24,1
White,2020-03-01,Offensive weapons,Penalty Notice for Disorder,Person and Vehicle search,Male,over 34,1
White,2020-03-01,Offensive weapons,Penalty Notice for Disorder,Person search,Male,10-17,1
White,2020-03-01,Offensive weapons,Penalty Notice for Disorder,Person search,Male,18-24,7
White,2020-03-01,Offensive weapons,Penalty Notice for Disorder,Person search,Male,25-34,1
White,2020-03-01,Offensive weapons,Summons / charged by post,Person and Vehicle search,Male,25-34,1
White,2020-03-01,Offensive weapons,Summons / charged by post,Person search,Male,18-24,1
White,2020-03-01,Stolen goods,A no further action disposal,Person and Vehicle search,Female,18-24,2
White,2020-03-01,Stolen goods,A no further action disposal,Person and Vehicle search,Female,25-34,3
White,2020-03-01,Stolen goods,A no further action disposal,Person and Vehicle search,Female,over 34,4
White,2020-03-01,Stolen goods,A no further action disposal,Person and Vehicle search,Male,10-17,6
White,2020-03-01,Stolen goods,A no further action disposal,Person and Vehicle search,Male,18-24,36
White,2020-03-01,Stolen goods,A no further action disposal,Person and Vehicle search,Male,25-34,44
White,2020-03-01,Stolen goods,A no further action disposal,Person and Vehicle search,Male,over 34,28
White,2020-03-01,Stolen goods,A no further action disposal,Person search,Female,10-17,24
White,2020-03-01,Stolen goods,A no further action disposal,Person search,Female,18-24,23
White,2020-03-01,Stolen goods,A no further action disposal,Person search,Female,25-34,36
White,2020-03-01,Stolen goods,A no further action disposal,Person search,Female,over 34,40
White,2020-03-01,Stolen goods,A no further action disposal,Person search,Male,10-17,180
White,2020-03-01,Stolen goods,A no further action disposal,Person search,Male,18-24,165
White,2020-03-01,Stolen goods,A no further action disposal,Person search,Male,25-34,162
White,2020-03-01,Stolen goods,A no further action disposal,Person search,Male,over 34,213
White,2020-03-01,Stolen goods,A no further action disposal,Person search,Other,over 34,1
White,2020-03-01,Stolen goods,Arrest,Person and Vehicle search,Female,18-24,2
White,2020-03-01,Stolen goods,Arrest,Person and Vehicle search,Female,25-34,3
White,2020-03-01,Stolen goods,Arrest,Person and Vehicle search,Female,over 34,1
White,2020-03-01,Stolen goods,Arrest,Person and Vehicle search,Male,10-17,5
White,2020-03-01,Stolen goods,Arrest,Person and Vehicle search,Male,18-24,13
White,2020-03-01,Stolen goods,Arrest,Person and Vehicle search,Male,25-34,14
White,2020-03-01,Stolen goods,Arrest,Person and Vehicle search,Male,over 34,13
White,2020-03-01,Stolen goods,Arrest,Person search,Female,10-17,6
White,2020-03-01,Stolen goods,Arrest,Person search,Female,18-24,3
White,2020-03-01,Stolen goods,Arrest,Person search,Female,25-34,9
White,2020-03-01,Stolen goods,Arrest,Person search,Female,over 34,16
White,2020-03-01,Stolen goods,Arrest,Person search,Male,10-17,38
White,2020-03-01,Stolen goods,Arrest,Person search,Male,18-24,30
White,2020-03-01,Stolen goods,Arrest,Person search,Male,25-34,43
White,2020-03-01,Stolen goods,Arrest,Person search,Male,over 34,61
White,2020-03-01,Stolen goods,Arrest,Person search,Other,10-17,1
White,2020-03-01,Stolen goods,Community resolution,Person and Vehicle search,Female,over 34,1
White,2020-03-01,Stolen goods,Community resolution,Person and Vehicle search,Male,18-24,3
White,2020-03-01,Stolen goods,Community resolution,Person and Vehicle search,Male,25-34,1
White,2020-03-01,Stolen goods,Community resolution,Person search,Female,10-17,1
White,2020-03-01,Stolen goods,Community resolution,Person search,Female,18-24,2
White,2020-03-01,Stolen goods,Community resolution,Person search,Female,over 34,5
White,2020-03-01,Stolen goods,Community resolution,Person search,Male,18-24,11
White,2020-03-01,Stolen goods,Community resolution,Person search,Male,25-34,12
White,2020-03-01,Stolen goods,Community resolution,Person search,Male,over 34,9
White,2020-03-01,Stolen goods,Community resolution,Vehicle search,Male,over 34,1
White,2020-03-01,Stolen goods,Penalty Notice for Disorder,Person and Vehicle search,Male,10-17,1
White,2020-03-01,Stolen goods,Penalty Notice for Disorder,Person and Vehicle search,Male,25-34,1
White,2020-03-01,Stolen goods,Penalty Notice for Disorder,Person and Vehicle search,Male,over 34,3
White,2020-03-01,Stolen goods,Penalty Notice for Disorder,Person search,Female,18-24,2
White,2020-03-01,Stolen goods,Penalty Notice for Disorder,Person search,Female,over 34,1
White,2020-03-01,Stolen goods,Penalty Notice for Disorder,Person search,Male,10-17,1
White,2020-03-01,Stolen goods,Penalty Notice for Disorder,Person search,Male,18-24,7
White,2020-03-01,Stolen goods,Penalty Notice for Disorder,Person search,Male,25-34,2
White,2020-03-01,Stolen goods,Penalty Notice for Disorder,Person search,Male,over 34,1
White,2020-03-01,Stolen goods,Summons / charged by post,Person and Vehicle search,Male,10-17,1
White,2020-03-01,Stolen goods,Summons / charged by post,Person and Vehicle search,Male,18-24,1
White,2020-03-01,Stolen goods,Summons / charged by post,Person and Vehicle search,Male,25-34,5
White,2020-03-01,Stolen goods,Summons / charged by post,Person search,Female,25-34,1
White,2020-03-01,Stolen goods,Summons / charged by post,Person search,Male,18-24,4
White,2020-03-01,Stolen goods,Summons / charged by post,Person search,Male,25-34,2
White,2020-03-01,Stolen goods,Summons / charged by post,Person search,Male,over 34,4
White,2020-04-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Female,25-34,3
White,2020-04-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Male,10-17,1
White,2020-04-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Male,18-24,4
White,2020-04-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Male,25-34,2
White,2020-04-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Male,over 34,1
