Officer-defined ethnicity,Date,Object of search,Outcome,Type,Gender,Age range,count
Black,2020-02-01,Evidence of offences under the Act,Summons / charged by post,Person search,Male,10-17,1
Black,2020-02-01,Firearms,A no further action disposal,Person and Vehicle search,Female,25-34,2
Black,2020-02-01,Firearms,A no further action disposal,Person and Vehicle search,Male,18-24,2
Black,2020-02-01,Firearms,A no further action disposal,Person and Vehicle search,Male,25-34,5
Black,2020-02-01,Firearms,A no further action disposal,Person and Vehicle search,Male,over 34,3
Black,2020-02-01,Firearms,A no further action disposal,Person search,Female,18-24,1
Black,2020-02-01,Firearms,A no further action disposal,Person search,Male,10-17,4
Black,2020-02-01,Firearms,A no further action disposal,Person search,Male,18-24,9
Black,2020-02-01,Firearms,A no further action disposal,Person search,Male,25-34,3
Black,2020-02-01,Firearms,A no further action disposal,Person search,Male,over 34,3
Black,2020-02-01,Firearms,Arrest,Person and Vehicle search,Female,18-24,1
Black,2020-02-01,Firearms,Arrest,Person and Vehicle search,Male,18-24,3
Black,2020-02-01,Firearms,Arrest,Person and Vehicle search,Male,25-34,3
Black,2020-02-01,Firearms,Arrest,Person search,Male,10-17,3
Black,2020-02-01,Firearms,Arrest,Person search,Male,25-34,2
Black,2020-02-01,Fireworks,Arrest,Person search,Male,10-17,1
Black,2020-02-01,Fireworks,Penalty Notice for Disorder,Person and Vehicle search,Male,18-24,1
Black,2020-02-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Female,18-24,2
Black,2020-02-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Female,25-34,2
Black,2020-02-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Female,over 34,1
Black,2020-02-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Male,10-17,8
Black,2020-02-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Male,18-24,132
Black,2020-02-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Male,25-34,81
Black,2020-02-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Male,over 34,11
Black,2020-02-01,Offensive weapons,A no further action disposal,Person search,Female,10-17,10
Black,2020-02-01,Offensive weapons,A no further action disposal,Person search,Female,18-24,5
Black,2020-02-01,Offensive weapons,A no further action disposal,Person search,Female,25-34,2
Black,2020-02-01,Offensive weapons,A no further action disposal,Person search,Female,over 34,3
Black,2020-02-01,Offensive weapons,A no further action disposal,Person search,Male,10-17,609
Black,2020-02-01,Offensive weapons,A no further action disposal,Person search,Male,18-24,456
Black,2020-02-01,Offensive weapons,A no further action disposal,Person search,Male,25-34,94
Black,2020-02-01,Offensive weapons,A no further action disposal,Person search,Male,over 34,50
Black,2020-02-01,Offensive weapons,A no further action disposal,Person search,Male,under 10,1
Black,2020-02-01,Offensive weapons,A no further action disposal,Vehicle search,Male,10-17,1
Black,2020-02-01,Offensive weapons,A no further action disposal,Vehicle search,Male,18-24,2
Black,2020-02-01,Offensive weapons,A no further action disposal,Vehicle search,Male,25-34,1
Black,2020-02-01,Offensive weapons,Arrest,Person and Vehicle search,Male,10-17,4
Black,2020-02-01,Offensive weapons,Arrest,Person and Vehicle search,Male,18-24,30
Black,2020-02-01,Offensive weapons,Arrest,Person and Vehicle search,Male,25-34,16
Black,2020-02-01,Offensive weapons,Arrest,Person and Vehicle search,Male,over 34,9
Black,2020-02-01,Offensive weapons,Arrest,Person search,Female,10-17,1
Black,2020-02-01,Offensive weapons,Arrest,Person search,Female,18-24,2
Black,2020-02-01,Offensive weapons,Arrest,Person search,Female,25-34,1
Black,2020-02-01,Offensive weapons,Arrest,Person search,Female,over 34,1
Black,2020-02-01,Offensive weapons,Arrest,Person search,Male,10-17,69
Black,2020-02-01,Offensive weapons,Arrest,Person search,Male,18-24,58
Black,2020-02-01,Offensive weapons,Arrest,Person search,Male,25-34,26
Black,2020-02-01,Offensive weapons,Arrest,Person search,Male,over 34,27
Black,2020-02-01,Offensive weapons,Arrest,Person search,Other,18-24,1
Black,2020-02-01,Offensive weapons,Community resolution,Person and Vehicle search,Male,18-24,2
Black,2020-02-01,Offensive weapons,Community resolution,Person and Vehicle search,Male,25-34,3
Black,2020-02-01,Offensive weapons,Community resolution,Person search,Female,10-17,1
Black,2020-02-01,Offensive weapons,Community resolution,Person search,Male,10-17,3
Black,2020-02-01,Offensive weapons,Community resolution,Person search,Male,18-24,11
Black,2020-02-01,Offensive weapons,Community resolution,Person search,Male,25-34,5
Black,2020-02-01,Offensive weapons,Penalty Notice for Disorder,Person and Vehicle search,Male,10-17,1
Black,2020-02-01,Offensive weapons,Penalty Notice for Disorder,Person and Vehicle search,Male,18-24,7
Black,2020-02-01,Offensive weapons,Penalty Notice for Disorder,Person and Vehicle search,Male,25-34,2
Black,2020-02-01,Offensive weapons,Penalty Notice for Disorder,Person search,Male,10-17,1
Black,2020-02-01,Offensive weapons,Penalty Notice for Disorder,Person search,Male,18-24,5
Black,2020-02-01,Offensive weapons,Penalty Notice for Disorder,Person search,Male,25-34,2
Black,2020-02-01,Offensive weapons,Summons / charged by post,Person and Vehicle search,Male,18-24,1
Black,2020-02-01,Offensive weapons,Summons / charged by post,Person and Vehicle search,Male,over 34,1
Black,2020-02-01,Offensive weapons,Summons / charged by post,Person search,Male,10-17,4
Black,2020-02-01,Offensive weapons,Summons / charged by post,Person search,Male,18-24,2
Black,2020-02-01,Offensive weapons,Summons / charged by post,Person search,Male,25-34,2
Black,2020-02-01,Stolen goods,A no further action disposal,Person and Vehicle search,Female,25-34,1
Black,2020-02-01,Stolen goods,A no further action disposal,Person and Vehicle search,Female,over 34,1
Black,2020-02-01,Stolen goods,A no further action disposal,Person and Vehicle search,Male,10-17,5
Black,2020-02-01,Stolen goods,A no further action disposal,Person and Vehicle search,Male,18-24,14
Black,2020-02-01,Stolen goods,A no further action disposal,Person and Vehicle search,Male,25-34,16
Black,2020-02-01,Stolen goods,A no further action disposal,Person and Vehicle search,Male,over 34,17
Black,2020-02-01,Stolen goods,A no further action disposal,Person search,Female,10-17,7
Black,2020-02-01,Stolen goods,A no further action disposal,Person search,Female,18-24,8
Black,2020-02-01,Stolen goods,A no further action disposal,Person search,Female,25-34,4
Black,2020-02-01,Stolen goods,A no further action disposal,Person search,Female,over 34,9
Black,2020-02-01,Stolen goods,A no further action disposal,Person search,Male,10-17,269
Black,2020-02-01,Stolen goods,A no further action disposal,Person search,Male,18-24,133
Black,2020-02-01,Stolen goods,A no further action disposal,Person search,Male,25-34,53
Black,2020-02-01,Stolen goods,A no further action disposal,Person search,Male,over 34,71
Black,2020-02-01,Stolen goods,A no further action disposal,Person search,Other,18-24,1
Black,2020-02-01,Stolen goods,Arrest,Person and Vehicle search,Female,25-34,1
Black,2020-02-01,Stolen goods,Arrest,Person and Vehicle search,Male,10-17,2
Black,2020-02-01,Stolen goods,Arrest,Person and Vehicle search,Male,18-24,9
Black,2020-02-01,Stolen goods,Arrest,Person and Vehicle search,Male,25-34,7
Black,2020-02-01,Stolen goods,Arrest,Person and Vehicle search,Male,over 34,6
Black,2020-02-01,Stolen goods,Arrest,Person search,Female,10-17,7
Black,2020-02-01,Stolen goods,Arrest,Person search,Female,18-24,3
Black,2020-02-01,Stolen goods,Arrest,Person search,Female,25-34,1
Black,2020-02-01,Stolen goods,Arrest,Person search,Female,over 34,4
Black,2020-02-01,Stolen goods,Arrest,Person search,Male,10-17,55
Black,2020-02-01,Stolen goods,Arrest,Person search,Male,18-24,30
Black,2020-02-01,Stolen goods,Arrest,Person search,Male,25-34,23
Black,2020-02-01,Stolen goods,Arrest,Person search,Male,over 34,39
Black,2020-02-01,Stolen goods,Community resolution,Person and Vehicle search,Male,18-24,1
Black,2020-02-01,Stolen goods,Community resolution,Person search,Female,10-17,2
Black,2020-02-01,Stolen goods,Community resolution,Person search,Male,10-17,2
Black,2020-02-01,Stolen goods,Community resolution,Person search,Male,18-24,10
Black,2020-02-01,Stolen goods,Community resolution,Person search,Male,25-34,4
Black,2020-02-01,Stolen goods,Community resolution,Person search,Male,over 34,3
Black,2020-02-01,Stolen goods,Penalty Notice for Disorder,Person and Vehicle search,Male,18-24,2
Black,2020-02-01,Stolen goods,Penalty Notice for Disorder,Person and Vehicle search,Male,25-34,2
Black,2020-02-01,Stolen goods,Penalty Notice for Disorder,Person search,Male,10-17,1
Black,2020-02-01,Stolen goods,Penalty Notice for Disorder,Person search,Male,18-24,2
Black,2020-02-01,Stolen goods,Penalty Notice for Disorder,Person search,Male,25-34,2
Black,2020-02-01,Stolen goods,Penalty Notice for Disorder,Person search,Male,over 34,1
Black,2020-02-01,Stolen goods,Summons / charged by post,Person and Vehicle search,Male,18-24,2
Black,2020-02-01,Stolen goods,Summons / charged by post,Person and Vehicle search,Male,25-34,1
Black,2020-02-01,Stolen goods,Summons / charged by post,Person search,Male,10-17,2
Black,2020-02-01,Stolen goods,Summons / charged by post,Person search,Male,18-24,1
Black,2020-02-01,Stolen goods,Summons / charged by post,Person search,Male,over 34,3
Black,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Female,18-24,1
Black,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Male,18-24,12
Black,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Male,25-34,11
Black,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person and Vehicle search,Male,over 34,1
Black,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Female,18-24,1
Black,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Female,25-34,2
Black,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Female,over 34,1
Black,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Male,10-17,85
Black,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Male,18-24,69
Black,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Male,25-34,27
Black,2020-03-01,Anything to threaten or harm anyone,A no further action disposal,Person search,Male,over 34,11
Black,2020-03-01,Anything to threaten or harm anyone,Arrest,Person and Vehicle search,Male,18-24,2
Black,2020-03-01,Anything to threaten or harm anyone,Arrest,Person search,Male,10-17,2
Black,2020-03-01,Anything to threaten or harm anyone,Arrest,Person search,Male,18-24,3
Black,2020-03-01,Anything to threaten or harm anyone,Arrest,Person search,Male,over 34,2
Black,2020-03-01,Anything to threaten or harm anyone,Community resolution,Person and Vehicle search,Male,18-24,2
Black,2020-03-01,Anything to threaten or harm anyone,Community resolution,Person and Vehicle search,Male,25-34,1
Black,2020-03-01,Anything to threaten or harm anyone,Community resolution,Person search,Male,18-24,3
Black,2020-03-01,Anything to threaten or harm anyone,Community resolution,Person search,Male,25-34,1
Black,2020-03-01,Anything to threaten or harm anyone,Penalty Notice for Disorder,Person search,Male,18-24,2
Black,2020-03-01,Anything to threaten or harm anyone,Penalty Notice for Disorder,Person search,Male,25-34,2
Black,2020-03-01,Anything to threaten or harm anyone,Summons / charged by post,Person and Vehicle search,Male,18-24,1
Black,2020-03-01,Anything to threaten or harm anyone,Summons / charged by post,Person search,Male,25-34,1
Black,2020-03-01,Articles for use in criminal damage,A no further action disposal,Person search,Female,10-17,1
Black,2020-03-01,Articles for use in criminal damage,A no further action disposal,Person search,Male,10-17,1
Black,2020-03-01,Articles for use in criminal damage,A no further action disposal,Person search,Male,18-24,3
Black,2020-03-01,Articles for use in criminal damage,A no further action disposal,Person search,Male,25-34,1
Black,2020-03-01,Articles for use in criminal damage,A no further action disposal,Person search,Male,over 34,2
Black,2020-03-01,Articles for use in criminal damage,Arrest,Person search,Male,over 34,1
Black,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Female,10-17,5
Black,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Female,18-24,24
Black,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Female,25-34,13
Black,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Female,over 34,2
Black,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Male,10-17,33
Black,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Male,18-24,447
Black,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Male,25-34,316
Black,2020-03-01,Controlled drugs,A no further action disposal,Person and Vehicle search,Male,over 34,76
Black,2020-03-01,Controlled drugs,A no further action disposal,Person search,Female,10-17,25
Black,2020-03-01,Controlled drugs,A no further action disposal,Person search,Female,18-24,48
Black,2020-03-01,Controlled drugs,A no further action disposal,Person search,Female,25-34,28
Black,2020-03-01,Controlled drugs,A no further action disposal,Person search,Female,over 34,28
Black,2020-03-01,Controlled drugs,A no further action disposal,Person search,Male,10-17,535
Black,2020-03-01,Controlled drugs,A no further action disposal,Person search,Male,18-24,804
Black,2020-03-01,Controlled drugs,A no further action disposal,Person search,Male,25-34,410
Black,2020-03-01,Controlled drugs,A no further action disposal,Person search,Male,over 34,330
Black,2020-03-01,Controlled drugs,A no further action disposal,Person search,Male,under 10,1
Black,2020-03-01,Controlled drugs,A no further action disposal,Person search,Other,10-17,1
Black,2020-03-01,Controlled drugs,A no further action disposal,Vehicle search,Male,18-24,5
Black,2020-03-01,Controlled drugs,A no further action disposal,Vehicle search,Male,25-34,1
Black,2020-03-01,Controlled drugs,Arrest,Person and Vehicle search,Female,18-24,5
Black,2020-03-01,Controlled drugs,Arrest,Person and Vehicle search,Female,25-34,6
Black,2020-03-01,Controlled drugs,Arrest,Person and Vehicle search,Female,over 34,2
Black,2020-03-01,Controlled drugs,Arrest,Person and Vehicle search,Male,10-17,5
Black,2020-03-01,Controlled drugs,Arrest,Person and Vehicle search,Male,18-24,116
Black,2020-03-01,Controlled drugs,Arrest,Person and Vehicle search,Male,25-34,83
Black,2020-03-01,Controlled drugs,Arrest,Person and Vehicle search,Male,over 34,24
Black,2020-03-01,Controlled drugs,Arrest,Person search,Female,10-17,1
Black,2020-03-01,Controlled drugs,Arrest,Person search,Female,18-24,1
Black,2020-03-01,Controlled drugs,Arrest,Person search,Female,25-34,2
Black,2020-03-01,Controlled drugs,Arrest,Person search,Female,over 34,2
Black,2020-03-01,Controlled drugs,Arrest,Person search,Male,10-17,57
Black,2020-03-01,Controlled drugs,Arrest,Person search,Male,18-24,106
Black,2020-03-01,Controlled drugs,Arrest,Person search,Male,25-34,51
Black,2020-03-01,Controlled drugs,Arrest,Person search,Male,over 34,55
Black,2020-03-01,Controlled drugs,Arrest,Vehicle search,Male,18-24,4
Black,2020-03-01,Controlled drugs,Caution (simple or conditional),Person and Vehicle search,Male,25-34,1
Black,2020-03-01,Controlled drugs,Caution (simple or conditional),Person search,Female,10-17,2
Black,2020-03-01,Controlled drugs,Caution (simple or conditional),Person search,Male,18-24,1
Black,2020-03-01,Controlled drugs,Community resolution,Person and Vehicle search,Female,18-24,3
Black,2020-03-01,Controlled drugs,Community resolution,Person and Vehicle search,Female,25-34,4
Black,2020-03-01,Controlled drugs,Community resolution,Person and Vehicle search,Female,over 34,1
Black,2020-03-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,18-24,62
Black,2020-03-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,25-34,61
Black,2020-03-01,Controlled drugs,Community resolution,Person and Vehicle search,Male,over 34,13
Black,2020-03-01,Controlled drugs,Community resolution,Person search,Female,10-17,3
Black,2020-03-01,Controlled drugs,Community resolution,Person search,Female,18-24,10
Black,2020-03-01,Controlled drugs,Community resolution,Person search,Female,25-34,2
Black,2020-03-01,Controlled drugs,Community resolution,Person search,Female,over 34,2
Black,2020-03-01,Controlled drugs,Community resolution,Person search,Male,10-17,14
Black,2020-03-01,Controlled drugs,Community resolution,Person search,Male,18-24,106
Black,2020-03-01,Controlled drugs,Community resolution,Person search,Male,25-34,58
Black,2020-03-01,Controlled drugs,Community resolution,Person search,Male,over 34,30
Black,2020-03-01,Controlled drugs,Community resolution,Vehicle search,Male,over 34,1
Black,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Female,18-24,1
Black,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Female,25-34,1
Black,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Male,10-17,1
Black,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Male,18-24,22
Black,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Male,25-34,16
Black,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person and Vehicle search,Male,over 34,5
Black,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person search,Male,18-24,36
Black,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person search,Male,25-34,23
Black,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Person search,Male,over 34,6
Black,2020-03-01,Controlled drugs,Penalty Notice for Disorder,Vehicle search,Male,18-24,1
Black,2020-03-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Male,18-24,8
Black,2020-03-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Male,25-34,6
Black,2020-03-01,Controlled drugs,Summons / charged by post,Person and Vehicle search,Male,over 34,4
Black,2020-03-01,Controlled drugs,Summons / charged by post,Person search,Female,10-17,1
Black,2020-03-01,Controlled drugs,Summons / charged by post,Person search,Female,18-24,1
Black,2020-03-01,Controlled drugs,Summons / charged by post,Person search,Female,25-34,1
Black,2020-03-01,Controlled drugs,Summons / charged by post,Person search,Male,10-17,7
Black,2020-03-01,Controlled drugs,Summons / charged by post,Person search,Male,18-24,8
Black,2020-03-01,Controlled drugs,Summons / charged by post,Person search,Male,25-34,7
Black,2020-03-01,Controlled drugs,Summons / charged by post,Person search,Male,over 34,4
Black,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,10-17,1
Black,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,18-24,8
Black,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,25-34,6
Black,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person and Vehicle search,Male,over 34,4
Black,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Female,10-17,3
Black,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Female,18-24,1
Black,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Female,25-34,3
Black,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Female,over 34,2
Black,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,10-17,71
Black,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,18-24,33
Black,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,25-34,20
Black,2020-03-01,Evidence of offences under the Act,A no further action disposal,Person search,Male,over 34,46
Black,2020-03-01,Evidence of offences under the Act,Arrest,Person and Vehicle search,Male,10-17,2
Black,2020-03-01,Evidence of offences under the Act,Arrest,Person and Vehicle search,Male,18-24,3
Black,2020-03-01,Evidence of offences under the Act,Arrest,Person and Vehicle search,Male,25-34,1
Black,2020-03-01,Evidence of offences under the Act,Arrest,Person search,Male,10-17,16
Black,2020-03-01,Evidence of offences under the Act,Arrest,Person search,Male,18-24,6
Black,2020-03-01,Evidence of offences under the Act,Arrest,Person search,Male,25-34,4
Black,2020-03-01,Evidence of offences under the Act,Arrest,Person search,Male,over 34,14
Black,2020-03-01,Evidence of offences under the Act,Arrest,Person search,Male,under 10,1
Black,2020-03-01,Evidence of offences under the Act,Caution (simple or conditional),Person search,Male,10-17,1
Black,2020-03-01,Evidence of offences under the Act,Community resolution,Person and Vehicle search,Male,over 34,1
Black,2020-03-01,Evidence of offences under the Act,Community resolution,Person search,Male,10-17,1
Black,2020-03-01,Evidence of offences under the Act,Community resolution,Person search,Male,18-24,3
Black,2020-03-01,Evidence of offences under the Act,Penalty Notice for Disorder,Person and Vehicle search,Male,18-24,1
Black,2020-03-01,Evidence of offences under the Act,Penalty Notice for Disorder,Person search,Male,over 34,1
Black,2020-03-01,Firearms,A no further action disposal,Person and Vehicle search,Male,18-24,2
Black,2020-03-01,Firearms,A no further action disposal,Person and Vehicle search,Male,25-34,4
Black,2020-03-01,Firearms,A no further action disposal,Person and Vehicle search,Male,over 34,2
Black,2020-03-01,Firearms,A no further action disposal,Person search,Female,10-17,1
Black,2020-03-01,Firearms,A no further action disposal,Person search,Male,10-17,4
Black,2020-03-01,Firearms,A no further action disposal,Person search,Male,18-24,13
Black,2020-03-01,Firearms,A no further action disposal,Person search,Male,25-34,5
Black,2020-03-01,Firearms,A no further action disposal,Person search,Male,over 34,4
Black,2020-03-01,Firearms,Arrest,Person and Vehicle search,Male,18-24,1
Black,2020-03-01,Firearms,Arrest,Person search,Male,18-24,3
Black,2020-03-01,Firearms,Arrest,Person search,Male,25-34,2
Black,2020-03-01,Firearms,Arrest,Person search,Male,over 34,1
Black,2020-03-01,Firearms,Community resolution,Person and Vehicle search,Male,18-24,1
Black,2020-03-01,Firearms,Penalty Notice for Disorder,Person and Vehicle search,Male,18-24,1
Black,2020-03-01,Fireworks,A no further action disposal,Person search,Male,10-17,4
Black,2020-03-01,Fireworks,A no further action disposal,Person search,Male,25-34,1
Black,2020-03-01,Fireworks,Arrest,Person and Vehicle search,Male,18-24,1
Black,2020-03-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Female,10-17,1
Black,2020-03-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Female,18-24,1
Black,2020-03-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Male,10-17,15
Black,2020-03-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Male,18-24,116
Black,2020-03-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Male,25-34,89
Black,2020-03-01,Offensive weapons,A no further action disposal,Person and Vehicle search,Male,over 34,16
Black,2020-03-01,Offensive weapons,A no further action disposal,Person search,Female,10-17,22
Black,2020-03-01,Offensive weapons,A no further action disposal,Person search,Female,18-24,5
Black,2020-03-01,Offensive weapons,A no further action disposal,Person search,Female,25-34,5
Black,2020-03-01,Offensive weapons,A no further action disposal,Person search,Female,over 34,6
Black,2020-03-01,Offensive weapons,A no further action disposal,Person search,Male,10-17,640
Black,2020-03-01,Offensive weapons,A no further action disposal,Person search,Male,18-24,347
Black,2020-03-01,Offensive weapons,A no further action disposal,Person search,Male,25-34,120
Black,2020-03-01,Offensive weapons,A no further action disposal,Person search,Male,over 34,69
Black,2020-03-01,Offensive weapons,Arrest,Person and Vehicle search,Male,10-17,4
Black,2020-03-01,Offensive weapons,Arrest,Person and Vehicle search,Male,18-24,25
Black,2020-03-01,Offensive weapons,Arrest,Person and Vehicle search,Male,25-34,8
Black,2020-03-01,Offensive weapons,Arrest,Person and Vehicle search,Male,over 34,6
Black,2020-03-01,Offensive weapons,Arrest,Person search,Female,10-17,2
Black,2020-03-01,Offensive weapons,Arrest,Person search,Female,18-24,2
Black,2020-03-01,Offensive weapons,Arrest,Person search,Female,25-34,1
Black,2020-03-01,Offensive weapons,Arrest,Person search,Female,over 34,1
Black,2020-03-01,Offensive weapons,Arrest,Person search,Male,10-17,84
Black,2020-03-01,Offensive weapons,Arrest,Person search,Male,18-24,60
Black,2020-03-01,Offensive weapons,Arrest,Person search,Male,25-34,23
Black,2020-03-01,Offensive weapons,Arrest,Person search,Male,over 34,27
Black,2020-03-01,Offensive weapons,Community resolution,Person and Vehicle search,Male,18-24,4
Black,2020-03-01,Offensive weapons,Community resolution,Person and Vehicle search,Male,25-34,3
Black,2020-03-01,Offensive weapons,Community resolution,Person and Vehicle search,Male,over 34,1
Black,2020-03-01,Offensive weapons,Community resolution,Person search,Female,over 34,1
Black,2020-03-01,Offensive weapons,Community resolution,Person search,Male,10-17,4
Black,2020-03-01,Offensive weapons,Community resolution,Person search,Male,18-24,10
Black,2020-03-01,Offensive weapons,Community resolution,Person search,Male,25-34,2
Black,2020-03-01,Offensive weapons,Community resolution,Person search,Male,over 34,3
Black,2020-03-01,Offensive weapons,Penalty Notice for Disorder,Person and Vehicle search,Male,18-24,6
Black,2020-03-01,Offensive weapons,Penalty Notice for Disorder,Person and Vehicle search,Male,25-34,3
Black,2020-03-01,Offensive weapons,Penalty Notice for Disorder,Person and Vehicle search,Male,over 34,1
Black,2020-03-01,Offensive weapons,Penalty Notice for Disorder,Person search,Male,18-24,7
Black,2020-03-01,Offensive weapons,Penalty Notice for Disorder,Person search,Male,25-34,2
Black,2020-03-01,Offensive weapons,Summons / charged by post,Person and Vehicle search,Female,18-24,1
Black,2020-03-01,Offensive weapons,Summons / charged by post,Person and Vehicle search,Male,10-17,1
Black,2020-03-01,Offensive weapons,Summons / charged by post,Person and Vehicle search,Male,18-24,4
Black,2020-03-01,Offensive weapons,Summons / charged by post,Person and Vehicle search,Male,25-34,1
Black,2020-03-01,Offensive weapons,Summons / charged by post,Person and Vehicle search,Male,over 34,1
Black,2020-03-01,Offensive weapons,Summons / charged by post,Person search,Male,10-17,4
Black,2020-03-01,Offensive weapons,Summons / charged by post,Person search,Male,18-24,4
Black,2020-03-01,Offensive weapons,Summons / charged by post,Person search,Male,25-34,1
Black,2020-03-01,Stolen goods,A no further action disposal,Person and Vehicle search,Female,18-24,2
Black,2020-03-01,Stolen goods,A no further action disposal,Person and Vehicle search,Female,25-34,2
Black,2020-03-01,Stolen goods,A no further action disposal,Person and Vehicle search,Male,10-17,5
Black,2020-03-01,Stolen goods,A no further action disposal,Person and Vehicle search,Male,18-24,26
Black,2020-03-01,Stolen goods,A no further action disposal,Person and Vehicle search,Male,25-34,12
Black,2020-03-01,Stolen goods,A no further action disposal,Person and Vehicle search,Male,over 34,11
Black,2020-03-01,Stolen goods,A no further action disposal,Person search,Female,10-17,11
Black,2020-03-01,Stolen goods,A no further action disposal,Person search,Female,18-24,5
Black,2020-03-01,Stolen goods,A no further action disposal,Person search,Female,25-34,6
Black,2020-03-01,Stolen goods,A no further action disposal,Person search,Female,over 34,6
Black,2020-03-01,Stolen goods,A no further action disposal,Person search,Male,10-17,197
Black,2020-03-01,Stolen goods,A no further action disposal,Person search,Male,18-24,123
Black,2020-03-01,Stolen goods,A no further action disposal,Person search,Male,25-34,65
Black,2020-03-01,Stolen goods,A no further action disposal,Person search,Male,over 34,55
Black,2020-03-01,Stolen goods,A no further action disposal,Vehicle search,Male,25-34,1
Black,2020-03-01,Stolen goods,Arrest,Person and Vehicle search,Male,10-17,3
Black,2020-03-01,Stolen goods,Arrest,Person and Vehicle search,Male,18-24,10
Black,2020-03-01,Stolen goods,Arrest,Person and Vehicle search,Male,25-34,7
Black,2020-03-01,Stolen goods,Arrest,Person and Vehicle search,Male,over 34,3
Black,2020-03-01,Stolen goods,Arrest,Person search,Female,10-17,1
Black,2020-03-01,Stolen goods,Arrest,Person search,Female,25-34,3
Black,2020-03-01,Stolen goods,Arrest,Person search,Female,over 34,1
Black,2020-03-01,Stolen goods,Arrest,Person search,Male,10-17,43
Black,2020-03-01,Stolen goods,Arrest,Person search,Male,18-24,19
Black,2020-03-01,Stolen goods,Arrest,Person search,Male,25-34,18
Black,2020-03-01,Stolen goods,Arrest,Person search,Male,over 34,22
Black,2020-03-01,Stolen goods,Caution (simple or conditional),Person search,Male,over 34,1
Black,2020-03-01,Stolen goods,Community resolution,Person and Vehicle search,Male,18-24,2
Black,2020-03-01,Stolen goods,Community resolution,Person search,Female,10-17,2
Black,2020-03-01,Stolen goods,Community resolution,Person search,Female,18-24,2
Black,2020-03-01,Stolen goods,Community resolution,Person search,Female,25-34,1
Black,2020-03-01,Stolen goods,Community resolution,Person search,Male,10-17,2
Black,2020-03-01,Stolen goods,Community resolution,Person search,Male,18-24,11
Black,2020-03-01,Stolen goods,Community resolution,Person search,Male,25-34,1
Black,2020-03-01,Stolen goods,Community resolution,Person search,Male,over 34,4
